Unit,Question,Answer
VISUAL 4 - UNIT 8,"""What is your favourite juice?""","""My favourite juice is [insert juice, e.g., orange juice]."""
VISUAL 4 - UNIT 8,"""Do you drink lemon juice or lemonade?""","""Yes, I drink lemon juice/lemonade."" / ""No, I do not drink lemon juice/lemonade."""
VISUAL 4 - UNIT 8,"""What type of juice is it?""","""It is beet mango juice."""
VISUAL 4 - UNIT 8,"""What type of juice is it?""","""It is beetroot juice."""
VISUAL 4 - UNIT 8,"""What type of juice is it?""","""It is carrot juice."""
VISUAL 4 - UNIT 8,"""What type of beverage is this?""","""This is soda."""
VISUAL 4 - UNIT 8,"""What is it?""","""It is soda."""
VISUAL 4 - UNIT 8,"""What is your favourite soda?""","""My favourite soda is [insert soda, e.g., Coke]."""
VISUAL 4 - UNIT 8,"""Do you have these sodas in your country?""","""Yes, we have these sodas in my country."" / ""No, we do not have these sodas in my country."""
VISUAL 4 - UNIT 8,"""What soda do you prefer?""","""I prefer [insert soda, e.g., Coke]."""
VISUAL 4 - UNIT 8,"""Is soda healthy or unhealthy?""","""Soda is unhealthy."""
VISUAL 4 - UNIT 8,"""What type of beverage is this?""","""This is still water."""
VISUAL 4 - UNIT 8,"""What is it?""","""It is water."""
VISUAL 4 - UNIT 8,"""What water do you drink at home?""","""I drink [insert type, e.g., tap water] at home."""
VISUAL 4 - UNIT 8,"""Do you prefer sparkling or still water?""","""I prefer sparkling water."" / ""I prefer still water."""
VISUAL 4 - UNIT 8,"""What type of beverage is this?""","""This is sparkling water."""
VISUAL 4 - UNIT 8,"""Do you drink water with a bottle or with a glass?""","""I drink water with a bottle."" / ""I drink water with a glass."""
VISUAL 4 - UNIT 8,"""What type of beverage is this?""","""This is wine."""
VISUAL 4 - UNIT 8,"""What is it?""","""It is wine."""
VISUAL 4 - UNIT 8,"""What is the woman drinking?""","""The woman is drinking wine."""
VISUAL 4 - UNIT 8,"""What is wine made from?""","""Wine is made from grapes."""
VISUAL 4 - UNIT 8,"""Can you drink wine?""","""Yes, I can drink wine."" / ""No, I cannot drink wine."""
VISUAL 4 - UNIT 8,"""What type of vegetable is this?""","""This is lettuce."""
VISUAL 4 - UNIT 8,"""What is it?""","""It is lettuce."""
VISUAL 4 - UNIT 8,"""Do you eat lettuce at home?""","""Yes, I eat lettuce at home."" / ""No, I do not eat lettuce at home."""
VISUAL 4 - UNIT 8,"""What can you see? Would you eat a lettuce hamburger?""","""I can see a lettuce hamburger. Yes, I would eat it."" / ""No, I would not eat it."""
VISUAL 4 - UNIT 8,"""What can you see? Do you like lettuce salad?""","""I can see a lettuce salad. Yes, I like it."" / ""No, I do not like it."""
VISUAL 4 - UNIT 8,"""Is lettuce healthy or unhealthy?""","""Lettuce is healthy."""
VISUAL 4 - UNIT 8,"""What type of vegetable is this?""","""This is peas."""
VISUAL 4 - UNIT 8,"""What is it?""","""It is a cucumber."""
VISUAL 4 - UNIT 8,"""Do you eat cucumbers?""","""Yes, I eat cucumbers."" / ""No, I do not eat cucumbers."""
VISUAL 4 - UNIT 8,"""What can you see? Do you like cucumber salad?""","""I can see cucumber salad. Yes, I like it."" / ""No, I do not like it."""
VISUAL 4 - UNIT 8,"""What can you see? Do you like grilled cucumbers?""","""I can see grilled cucumbers. Yes, I like them."" / ""No, I do not like them."""
VISUAL 4 - UNIT 8,"""Do you eat cabbage rolls?""","""Yes, I eat cabbage rolls."" / ""No, I do not eat cabbage rolls."""
VISUAL 4 - UNIT 8,"""Do you eat cabbage stew?""","""Yes, I eat cabbage stew."" / ""No, I do not eat cabbage stew."""
VISUAL 4 - UNIT 8,"""What type of vegetable is this?""","""This is mushrooms."""
VISUAL 4 - UNIT 8,"""What are they?""","""They are mushrooms."""
VISUAL 4 - UNIT 8,"""Do you eat mushrooms?""","""Yes, I eat mushrooms."" / ""No, I do not eat mushrooms."""
VISUAL 4 - UNIT 8,"""Do you eat fried mushrooms?""","""Yes, I eat fried mushrooms."" / ""No, I do not eat fried mushrooms."""
VISUAL 4 - UNIT 8,"""Do you like mushroom pizza?""","""Yes, I like mushroom pizza."" / ""No, I do not like mushroom pizza."""
VISUAL 4 - UNIT 8,"""Do you pick mushrooms with your friends?""","""Yes, I pick mushrooms with my friends."" / ""No, I do not pick mushrooms with my friends."""
VISUAL 4 - UNIT 8,"""What type of vegetable is this?""","""This is peppers."""
VISUAL 4 - UNIT 8,"""What are they?""","""They are hot peppers."""
VISUAL 4 - UNIT 8,"""What is it?""","""It is a red pepper."""
VISUAL 4 - UNIT 8,"""Do you eat hot peppers?""","""Yes, I eat hot peppers."" / ""No, I do not eat hot peppers."""
VISUAL 4 - UNIT 8,"""Do you like hot pepper sauce?""","""Yes, I like hot pepper sauce."" / ""No, I do not like hot pepper sauce."""
VISUAL 4 - UNIT 8,"""What peppers do you prefer?""","""I prefer [insert type, e.g., sweet peppers]."""
VISUAL 4 - UNIT 8,"""What is this image about?""","""This image is about vegetables."""
VISUAL 4 - UNIT 8,"""What are they?""","""They are grapes."""
VISUAL 4 - UNIT 8,"""What grapes do you like?""","""I like [insert type, e.g., red grapes]."""
VISUAL 4 - UNIT 8,"""Do you eat grape jam?""","""Yes, I eat grape jam."" / ""No, I do not eat grape jam."""
VISUAL 4 - UNIT 8,"""Do you drink grape juice?""","""Yes, I drink grape juice."" / ""No, I do not drink grape juice."""
VISUAL 4 - UNIT 8,"""What is this image about?""","""This image is about grapes."""
VISUAL 4 - UNIT 8,"""Do you drink grape soda?""","""Yes, I drink grape soda."" / ""No, I do not drink grape soda."""
VISUAL 4 - UNIT 8,"""What is it?""","""It is a peach."""
VISUAL 4 - UNIT 8,"""Do you eat peach yogurt?""","""Yes, I eat peach yogurt."" / ""No, I do not eat peach yogurt."""
VISUAL 4 - UNIT 8,"""Do you eat canned peaches?""","""Yes, I eat canned peaches."" / ""No, I do not eat canned peaches."""
VISUAL 4 - UNIT 8,"""Do you eat peach cake?""","""Yes, I eat peach cake."" / ""No, I do not eat peach cake."""
VISUAL 4 - UNIT 8,"""Do you eat peach jellies?""","""Yes, I eat peach jellies."" / ""No, I do not eat peach jellies."""
VISUAL 4 - UNIT 8,"""What is this image about?""","""This image is about peaches."""
VISUAL 4 - UNIT 8,"""What is it?""","""It is a plum."""
VISUAL 4 - UNIT 8,"""Do you like plums?""","""Yes, I like plums."" / ""No, I do not like plums."""
VISUAL 4 - UNIT 8,"""What can you see? Do you eat plum pie?""","""I can see a plum pie. Yes, I eat it."" / ""No, I do not eat it."""
VISUAL 4 - UNIT 8,"""What can you see? Do you eat plum jam?""","""I can see plum jam. Yes, I eat it."" / ""No, I do not eat it."""
VISUAL 4 - UNIT 8,"""What can you see? Do you drink plum juice?""","""I can see plum juice. Yes, I drink it."" / ""No, I do not drink it."""
VISUAL 4 - UNIT 8,"""What is this image about?""","""This image is about plums."""
VISUAL 4 - UNIT 8,"""What is it?""","""It is a pear."""
VISUAL 4 - UNIT 8,"""Do you eat pears?""","""Yes, I eat pears."" / ""No, I do not eat pears."""
VISUAL 4 - UNIT 8,"""What pears do you like?""","""I like [insert type, e.g., green pears]."""
VISUAL 4 - UNIT 8,"""Do you eat pear crisps?""","""Yes, I eat pear crisps."" / ""No, I do not eat pear crisps."""
VISUAL 4 - UNIT 8,"""Do you drink pear juice?""","""Yes, I drink pear juice."" / ""No, I do not drink pear juice."""
VISUAL 4 - UNIT 8,"""What is this image about?""","""This image is about pears."""
VISUAL 4 - UNIT 8,"""What are they?""","""They are cherries."""
VISUAL 4 - UNIT 8,"""What cherries do you prefer—sweet or sour cherries?""","""I prefer sweet cherries."" / ""I prefer sour cherries."""
VISUAL 4 - UNIT 8,"""Do you eat cherry cheesecake?""","""Yes, I eat cherry cheesecake."" / ""No, I do not eat cherry cheesecake."""
VISUAL 4 - UNIT 8,"""Do you eat cherry pie?""","""Yes, I eat cherry pie."" / ""No, I do not eat cherry pie."""
VISUAL 4 - UNIT 8,"""Do you drink cherry soda?""","""Yes, I drink cherry soda."" / ""No, I do not drink cherry soda."""
VISUAL 4 - UNIT 8,"""What is this image about?""","""This image is about cherries."""
VISUAL 4 - UNIT 8,"""What is it?""","""It is a watermelon."""
VISUAL 4 - UNIT 8,"""Do you like watermelons?""","""Yes, I like watermelons."" / ""No, I do not like watermelons."""
VISUAL 4 - UNIT 8,"""Do you eat watermelon jellies?""","""Yes, I eat watermelon jellies."" / ""No, I do not eat watermelon jellies."""
VISUAL 4 - UNIT 8,"""Do you eat grilled watermelon?""","""Yes, I eat grilled watermelon."" / ""No, I do not eat grilled watermelon."""
VISUAL 4 - UNIT 8,"""Do you drink watermelon juice?""","""Yes, I drink watermelon juice."" / ""No, I do not drink watermelon juice."""
VISUAL 4 - UNIT 8,"""What is this image about?""","""This image is about watermelons."""
VISUAL 4 - UNIT 8,"""What type of bakery item is this?""","""This is bread."""
VISUAL 4 - UNIT 8,"""What is it?""","""It is bread."""
VISUAL 4 - UNIT 8,"""What is this image about?""","""This image is about bakery items."""
VISUAL 4 - UNIT 8,"""Do you eat bread every day?""","""Yes, I eat bread every day."" / ""No, I do not eat bread every day."""
VISUAL 4 - UNIT 8,"""Do you prefer white or brown bread?""","""I prefer white bread."" / ""I prefer brown bread."""
VISUAL 4 - UNIT 8,"""What type of bakery item is this?""","""These are buns."""
VISUAL 4 - UNIT 8,"""What are they?""","""They are buns."""
VISUAL 4 - UNIT 8,"""Do you prefer bread or buns?""","""I prefer bread."" / ""I prefer buns."""
VISUAL 4 - UNIT 8,"""What type of bakery item is this?""","""This is cake."""
VISUAL 4 - UNIT 8,"""What is it?""","""It is a cake."""
VISUAL 4 - UNIT 8,"""What are your favourite cakes?""","""My favourite cakes are [insert types, e.g., chocolate cake]."""
VISUAL 4 - UNIT 8,"""Do you like chocolate cake?""","""Yes, I like chocolate cake."" / ""No, I do not like chocolate cake."""
VISUAL 4 - UNIT 8,"""Do you like cheesecake?""","""Yes, I like cheesecake."" / ""No, I do not like cheesecake."""
VISUAL 4 - UNIT 8,"""Do you like strawberry cake?""","""Yes, I like strawberry cake."" / ""No, I do not like strawberry cake."""
VISUAL 4 - UNIT 8,"""What type of bakery item is this?""","""These are cookies."""
VISUAL 4 - UNIT 8,"""What are they?""","""They are cookies."""
VISUAL 4 - UNIT 8,"""Do you buy cookies or bake cookies at home?""","""I buy cookies."" / ""I bake cookies at home."""
VISUAL 4 - UNIT 8,"""Can you make chocolate cookies?""","""Yes, I can make chocolate cookies."" / ""No, I cannot make chocolate cookies."""
VISUAL 4 - UNIT 8,"""What are your favourite cookies?""","""My favourite cookies are [insert type, e.g., chocolate chip cookies]."""
VISUAL 4 - UNIT 8,"""What type of bakery item is this?""","""This is pie."""
VISUAL 4 - UNIT 8,"""What is it?""","""It is a pie."""
VISUAL 4 - UNIT 8,"""What is it?""","""It is a fruit pie."""
VISUAL 4 - UNIT 8,"""What is it?""","""It is a meat pie."""
VISUAL 4 - UNIT 8,"""What is your favourite pie?""","""My favourite pie is [insert type, e.g., apple pie]."""
VISUAL 4 - UNIT 8,"""Do you make pies at home?""","""Yes, I make pies at home."" / ""No, I do not make pies at home."""
VISUAL 4 - UNIT 8,"""What type of bakery item is this?""","""This is a donut."""
VISUAL 4 - UNIT 8,"""What is it?""","""It is a donut."""
VISUAL 4 - UNIT 8,"""What are your favourite Polish donuts?""","""My favourite Polish donuts are [insert type, e.g., paczki]."""
VISUAL 4 - UNIT 8,"""Do you buy donuts or make donuts at home?""","""I buy donuts."" / ""I make donuts at home."""
VISUAL 4 - UNIT 8,"""What type of snack is this?""","""This is cereal."""
VISUAL 4 - UNIT 8,"""What is it?""","""It is cereal."""
VISUAL 4 - UNIT 8,"""Do you eat cereal in the morning or in the evening?""","""I eat cereal in the morning."" / ""I eat cereal in the evening."""
VISUAL 4 - UNIT 8,"""Do you eat cereal with hot or cold milk?""","""I eat cereal with cold milk."" / ""I eat cereal with hot milk."""
VISUAL 4 - UNIT 8,"""Which cereal do you like?""","""I like [insert cereal, e.g., cornflakes]."""
VISUAL 4 - UNIT 8,"""What is your favourite cereal?""","""My favourite cereal is [insert cereal, e.g., Cheerios]."""
VISUAL 4 - UNIT 8,"""What type of snack is this?""","""This is a candy bar."""
VISUAL 4 - UNIT 8,"""What are they?""","""They are candy bars."""
VISUAL 4 - UNIT 8,"""Do you eat candy bars every day?""","""Yes, I eat candy bars every day."" / ""No, I do not eat candy bars every day."""
VISUAL 4 - UNIT 8,"""What is your favourite candy bar?""","""My favourite candy bar is [insert brand, e.g., Snickers]."""
VISUAL 4 - UNIT 8,"""What are your favourite candies/sweets?""","""My favourite candies/sweets are [insert type, e.g., gummy bears]."""
VISUAL 4 - UNIT 8,"""Are sweets/candies healthy or unhealthy?""","""Sweets/candies are unhealthy."""
VISUAL 4 - UNIT 8,"""Do you eat Haribo candy/sweets?""","""Yes, I eat Haribo candy/sweets."" / ""No, I do not eat Haribo candy/sweets."""
VISUAL 4 - UNIT 8,"""What type of snack is this?""","""These are crisps/chips."""
VISUAL 4 - UNIT 8,"""What are they?""","""They are crisps/chips."""
VISUAL 4 - UNIT 8,"""What are they?""","""They are nuts."""
VISUAL 4 - UNIT 8,"""What are your favourite nuts?""","""My favourite nuts are [insert type, e.g., almonds]."""
VISUAL 4 - UNIT 8,"""Do you prefer dried fruit or nuts?""","""I prefer dried fruit."" / ""I prefer nuts."""
VISUAL 4 - UNIT 8,"""What is this image about?""","""This image is about snacks."""
VISUAL 4 - UNIT 8,"""What type of fast food is this?""","""This is chips/fries."""
VISUAL 4 - UNIT 8,"""What are they?""","""They are chips/fries."""
VISUAL 4 - UNIT 8,"""Do you like chips?""","""Yes, I like chips."" / ""No, I do not like chips."""
VISUAL 4 - UNIT 8,"""Do you eat fries with ketchup?""","""Yes, I eat fries with ketchup."" / ""No, I do not eat fries with ketchup."""
VISUAL 4 - UNIT 8,"""Do you eat fries with mayonnaise?""","""Yes, I eat fries with mayonnaise."" / ""No, I do not eat fries with mayonnaise."""
VISUAL 4 - UNIT 8,"""Do you eat chips with milkshake?""","""Yes, I eat chips with milkshake."" / ""No, I do not eat chips with milkshake."""
VISUAL 4 - UNIT 8,"""Do you eat fries with mustard?""","""Yes, I eat fries with mustard."" / ""No, I do not eat fries with mustard."""
VISUAL 4 - UNIT 8,"""What type of fast food is this?""","""This is fried chicken."""
VISUAL 4 - UNIT 8,"""What is it?""","""It is fried chicken."""
VISUAL 4 - UNIT 8,"""Do you like fried chicken?""","""Yes, I like fried chicken."" / ""No, I do not like fried chicken."""
VISUAL 4 - UNIT 8,"""Do you eat fried chicken with sauces?""","""Yes, I eat fried chicken with sauces."" / ""No, I do not eat fried chicken with sauces."""
VISUAL 4 - UNIT 8,"""How do you like your hamburger?""","""I like my hamburger [insert preference, e.g., with cheese]."""
VISUAL 4 - UNIT 8,"""What type of fast food is this?""","""This is pizza."""
VISUAL 4 - UNIT 8,"""What is it?""","""It is pizza."""
VISUAL 4 - UNIT 8,"""Do you like pizza?""","""Yes, I like pizza."" / ""No, I do not like pizza."""
VISUAL 4 - UNIT 8,"""What is your favourite pizza?""","""My favourite pizza is [insert type, e.g., pepperoni]."""
VISUAL 4 - UNIT 8,"""What type of dairy product is this?""","""This is cheese."""
VISUAL 4 - UNIT 8,"""What is it?""","""It is cheese."""
VISUAL 4 - UNIT 8,"""What cheese do you like to eat?""","""I like [insert cheese, e.g., cheddar]."""
VISUAL 4 - UNIT 8,"""Do you eat cheesy toast?""","""Yes, I eat cheesy toast."" / ""No, I do not eat cheesy toast."""
VISUAL 4 - UNIT 8,"""Do you eat cream cheese?""","""Yes, I eat cream cheese."" / ""No, I do not eat cream cheese."""
VISUAL 4 - UNIT 8,"""Which cheesy food do you like?""","""I like [insert food, e.g., pizza]."""
VISUAL 4 - UNIT 8,"""What type of dairy product is this?""","""This is butter."""
VISUAL 4 - UNIT 8,"""What is it?""","""It is butter."""
VISUAL 4 - UNIT 8,"""Do you eat butter?""","""Yes, I eat butter."" / ""No, I do not eat butter."""
VISUAL 4 - UNIT 8,"""What type of dairy product is this?""","""This is milk."""
VISUAL 4 - UNIT 8,"""What is it?""","""It is milk."""
VISUAL 4 - UNIT 8,"""What milk do you drink?""","""I drink [insert type, e.g., whole milk]."""
VISUAL 4 - UNIT 8,"""Do you drink hot milk?""","""Yes, I drink hot milk."" / ""No, I do not drink hot milk."""
VISUAL 4 - UNIT 8,"""Do you drink cold milk?""","""Yes, I drink cold milk."" / ""No, I do not drink cold milk."""
VISUAL 4 - UNIT 8,"""Do you drink flavored milk?""","""Yes, I drink flavored milk."" / ""No, I do not drink flavored milk."""
VISUAL 4 - UNIT 8,"""What type of dairy product is this?""","""This is yogurt."""
VISUAL 4 - UNIT 8,"""What is it?""","""It is yogurt."""
VISUAL 4 - UNIT 8,"""What yogurt do you like to eat?""","""I like [insert type, e.g., Greek yogurt]."""
VISUAL 4 - UNIT 8,"""Do you eat yogurt with fruit?""","""Yes, I eat yogurt with fruit."" / ""No, I do not eat yogurt with fruit."""
